# BC03 Models to compute stellar masses
# Vanilla-flavoured cosmology Om=0.3,OL=0.7,h_0=0.7
# (1): Redshift
# (2): Distance Modulus
# (3): Age of Universe at redshift (Gyr)
# (4): SDSS-i magnitude (AB) of 1Msun of 0.5 Gyr population
# (5):   Actual mass at time 0.5 Gyr
# (6): SDSS-i magnitude (AB) of 1Msun of 2 Gyr population
# (7):   Actual mass at time 2 Gyr
# (8): SDSS-i magnitude (AB) of 1Msun of tU population
# (9):   Actual mass at time tU
# Chabrier IMF
# (1)    (2)     (3)     (4)     (5)       (6)     (7)      (8)     (9)
1.2535  44.707   4.868  49.428  0.696431  51.260  0.651580  52.427  0.639755
1.2737  44.750   4.807  49.484  0.696431  51.335  0.651580  52.498  0.639835
1.2939  44.793   4.747  49.540  0.696431  51.407  0.651580  52.564  0.639915
1.3141  44.834   4.688  49.595  0.696431  51.481  0.651580  52.629  0.640006
1.3343  44.875   4.631  49.650  0.696431  51.556  0.651580  52.699  0.640096
1.3545  44.915   4.574  49.704  0.696431  51.628  0.651580  52.761  0.640184
1.3747  44.955   4.519  49.760  0.696431  51.704  0.651580  52.830  0.640270
1.3949  44.994   4.465  49.816  0.696431  51.780  0.651580  52.897  0.640364
1.4151  45.033   4.412  49.874  0.696431  51.858  0.651580  52.966  0.640462
1.4353  45.071   4.360  49.934  0.696431  51.941  0.651580  53.041  0.640558
1.4555  45.108   4.309  49.997  0.696431  52.034  0.651580  53.128  0.640652
1.4757  45.145   4.258  50.064  0.696431  52.133  0.651580  53.223  0.640745
1.4959  45.182   4.209  50.131  0.696431  52.236  0.651580  53.323  0.640863
1.5162  45.218   4.161  50.196  0.696431  52.337  0.651580  53.421  0.640985
1.5364  45.253   4.113  50.258  0.696431  52.434  0.651580  53.514  0.641105
1.5566  45.288   4.067  50.314  0.696431  52.520  0.651580  53.596  0.641222
1.5768  45.323   4.021  50.367  0.696431  52.604  0.651580  53.676  0.641337
1.5970  45.357   3.976  50.422  0.696431  52.691  0.651580  53.758  0.641443
1.6172  45.391   3.932  50.477  0.696431  52.783  0.651580  53.844  0.641540
1.6374  45.424   3.888  50.532  0.696431  52.872  0.651580  53.926  0.641635
1.6576  45.457   3.846  50.590  0.696431  52.969  0.651580  54.015  0.641729
1.6778  45.489   3.804  50.649  0.696431  53.069  0.651580  54.108  0.641821
1.6980  45.521   3.763  50.711  0.696431  53.180  0.651580  54.215  0.641912
1.7182  45.552   3.723  50.761  0.696431  53.273  0.651580  54.302  0.641989
1.7384  45.584   3.683  50.824  0.696431  53.384  0.651580  54.405  0.642061
1.7586  45.615   3.644  50.884  0.696431  53.496  0.651580  54.511  0.642131
1.7788  45.645   3.606  50.941  0.696431  53.604  0.651580  54.615  0.642200
1.7990  45.675   3.568  50.998  0.696431  53.721  0.651580  54.732  0.642268
1.8192  45.705   3.531  51.052  0.696431  53.840  0.651580  54.856  0.642335
1.8394  45.734   3.494  51.106  0.696431  53.955  0.651580  54.973  0.642433
1.8596  45.764   3.459  51.159  0.696431  54.061  0.651580  55.074  0.642702
1.8798  45.792   3.423  51.211  0.696431  54.158  0.651580  55.160  0.642967
1.9000  45.821   3.389  51.254  0.696431  54.229  0.651580  55.215  0.643228
1.9202  45.849   3.355  51.294  0.696431  54.297  0.651580  55.271  0.643484
1.9404  45.877   3.321  51.334  0.696431  54.367  0.651580  55.331  0.643736
1.9606  45.904   3.288  51.371  0.696431  54.431  0.651580  55.386  0.643984
1.9808  45.932   3.256  51.405  0.696431  54.488  0.651580  55.435  0.644228
2.0010  45.959   3.224  51.437  0.696431  54.540  0.651580  55.476  0.644402
