  1005.0   3.83005e-06   3.25722e-06   1.52494e-06   2.00394e-06   1.45151e-06   1.82757e-06   1.28461e-06   1.17899e-06   1.46322e-06   1.77163e-06   1.37756e-06   1.56514e-06
  1015.0   3.19717e-06   3.18027e-06   1.49185e-06   1.99055e-06   1.39644e-06   1.80222e-06   1.28528e-06   1.19458e-06   1.44434e-06   1.78443e-06   1.40561e-06   1.62071e-06
  1025.0   1.99983e-06   2.10834e-06   9.96132e-07   1.34585e-06   8.58091e-07   1.19938e-06   8.93313e-07   8.54961e-07   9.15319e-07   1.21383e-06   1.00180e-06   1.19268e-06
  1035.0   2.84119e-06   2.85592e-06   1.34023e-06   1.77241e-06   1.23564e-06   1.62545e-06   1.14849e-06   1.06213e-06   1.27959e-06   1.59429e-06   1.25335e-06   1.43746e-06
  1045.0   4.13871e-06   3.38570e-06   1.58328e-06   2.11198e-06   1.56945e-06   1.95346e-06   1.39911e-06   1.30058e-06   1.63262e-06   1.97980e-06   1.56034e-06   1.81367e-06
  1055.0   5.20625e-06   3.27902e-06   1.53014e-06   2.03211e-06   1.52224e-06   1.88296e-06   1.34298e-06   1.24380e-06   1.57015e-06   1.89015e-06   1.48778e-06   1.72198e-06
  1065.0   5.09904e-06   2.96058e-06   1.38023e-06   1.82535e-06   1.31894e-06   1.65526e-06   1.16938e-06   1.07901e-06   1.32649e-06   1.60551e-06   1.25744e-06   1.44001e-06
  1075.0   5.78986e-06   3.07796e-06   1.43504e-06   1.90484e-06   1.40996e-06   1.73869e-06   1.23416e-06   1.14098e-06   1.43144e-06   1.71422e-06   1.34238e-06   1.54456e-06
  1085.0   5.28408e-06   2.60601e-06   1.21522e-06   1.62357e-06   1.17888e-06   1.45179e-06   1.02794e-06   9.54587e-07   1.18306e-06   1.42021e-06   1.11258e-06   1.28227e-06
  1095.0   5.85925e-06   3.02990e-06   1.41171e-06   1.88091e-06   1.38257e-06   1.70464e-06   1.22253e-06   1.13619e-06   1.40815e-06   1.69734e-06   1.34044e-06   1.55273e-06
  1105.0   1.18440e-05   2.89068e-06   1.34487e-06   1.78971e-06   1.31675e-06   1.62531e-06   1.15918e-06   1.07614e-06   1.33853e-06   1.60789e-06   1.26775e-06   1.46296e-06
  1115.0   1.53579e-05   2.82476e-06   1.31322e-06   1.74871e-06   1.27331e-06   1.57466e-06   1.12058e-06   1.04072e-06   1.28417e-06   1.54695e-06   1.21824e-06   1.40429e-06
  1125.0   1.68228e-05   2.59220e-06   1.20305e-06   1.59768e-06   1.15572e-06   1.42682e-06   1.00141e-06   9.24061e-07   1.14675e-06   1.36445e-06   1.06340e-06   1.21011e-06
  1135.0   1.71404e-05   2.79330e-06   1.29705e-06   1.73834e-06   1.28078e-06   1.56370e-06   1.12135e-06   1.04600e-06   1.30216e-06   1.55516e-06   1.23005e-06   1.42637e-06
  1145.0   1.50090e-05   2.65793e-06   1.23464e-06   1.65584e-06   1.20019e-06   1.48612e-06   1.06885e-06   9.99555e-07   1.21891e-06   1.47615e-06   1.17454e-06   1.36648e-06
